ISO3,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
ZMB,71758,Children with diarrhea,27.6,1,ZM,Zambia,1992,ZM1992DHS,CH_DIAR_C_DIA,94066010,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIARCDIA,,1992,DHS,3562,3565,,,
ZMB,51714,Children with diarrhea,22.5,1,ZM,Zambia,1992,ZM1992DHS,CH_DIAR_C_DIA,94066010,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIARCDIA,,1992,DHS,5396,5395,,,
ZMB,71759,Children with diarrhea with blood in the stools,3.8,1,ZM,Zambia,1992,ZM1992DHS,CH_DIAR_C_DIB,94066020,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIARCDIB,,1992,DHS,3562,3565,,,
ZMB,51715,Children with diarrhea with blood in the stools,3.4,1,ZM,Zambia,1992,ZM1992DHS,CH_DIAR_C_DIB,94066020,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIARCDIB,,1992,DHS,5396,5395,,,
ZMB,71745,Number of children born in the last five (or three) years,3562,0,ZM,Zambia,1992,ZM1992DHS,CH_DIAR_C_NUM,94066030,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIARCNUM,,1992,DHS,,3565,,,
ZMB,52567,Number of children born in the last five (or three) years,5396,0,ZM,Zambia,1992,ZM1992DHS,CH_DIAR_C_NUM,94066030,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIARCNUM,,1992,DHS,,5395,,,
ZMB,72616,Number of children born in the last five (or three) years (unweighted),3565,0,ZM,Zambia,1992,ZM1992DHS,CH_DIAR_C_UNW,94066040,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIARCUNW,,1992,DHS,3562,,,,
ZMB,8176,Number of children born in the last five (or three) years (unweighted),5395,0,ZM,Zambia,1992,ZM1992DHS,CH_DIAR_C_UNW,94066040,U,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIARCUNW,,1992,DHS,5396,,,,
ZMB,71680,Treatment of diarrhea: Advice or treatment was sought,69.3,1,ZM,Zambia,1992,ZM1992DHS,CH_DIAT_C_ADV,94096010,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCADV,,1992,DHS,984,981,,,
ZMB,542922,Treatment of diarrhea: Advice or treatment was sought,68.1,1,ZM,Zambia,1992,ZM1992DHS,CH_DIAT_C_ADV,94096010,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCADV,,1992,DHS,1217,1208,,,
